,name,gender,关注,粉丝,time,rating,text,useful
731,186****0981,male,17,82,2018/7/11,width:60%;,"宁夏银川永宁县
回族特色建筑、风格独特精美！[强]
民族融合发展，共荣共兴，为伟大复兴强国梦而努力奋斗，一起努力作出贡献！",有用 （1）
732,wangj****8833,male,0,0,2018/5/26,width:40%;,兑换门票还是很方便，景点建筑规模很大，外观做的也很漂亮，但是博物馆的介绍做得很差，景区服务员很少，唯一值得看的就是金色大厅，性价比很差，景区没几个游客，来的都是旅游公司大巴带来的老年团，散客只有没几个人，景区的民宿房4间中3间不开放，唯一开放的一间也是以买宁夏特产为主。,有用 （1）
733,lejomin,female,2,0,2018/4/23,width:80%;,建筑气派，博物馆也很好，可以进一步了解**民族的文化。景区因一千零一夜而重新整修，部分不开放。金色礼仪大厅可以进去，去感受容纳三千人的大厅。柱子所贴瓷砖均来自景德镇特制，大厅穹顶宽38m，径深82m，大厅外的穹顶宽32m。还是很值得一去。,有用 （1）
734,186****1849,female,2,2,2018/4/3,width:80%;,票价略高，建筑风格独特。古兰经不是每个人都懂，但民族文化、民族发源值得了解。由于旅游淡季，一共遇见不到10个游客。个人比较喜欢,有用 （1）
735,杨坤,female,37,252,2018/1/29,width:60%;,从银川市区来，路途比较远，公交车也比较慢，要坐很长时间才到，周围挺空旷的，人特别少，都是新建的建筑，貌似还没有“一千零一夜”的演出节目。,有用 （1）
736,immerhin,female,0,0,2017/12/11,width:60%;,天冷，景点没什么人，表演也放在了室内一个很破的地方，不过演员们还是挺认真在表演，值得鼓励。博物馆里都是照片没实物，感觉名不符实。值得看的就是园内建筑本身了吧，白色的建筑确实很美,有用 （1）
737,M11****130,female,0,0,2017/10/8,width:40%;,景区管理比较散乱，还在建设中，进门就被导入购物点，门口的免费照片是二寸，自主决定给洗一张8寸，可以选择加20元要，也可以放弃，但觉得自己的照片被别人不知道怎么处理，感觉怪怪的，所以选择了要。景区内的饭店可以进入，不明白为什么还要门票，60元看不到什么，纳家户大院就进院子绕一圈又进入购物点，总体感觉就是花了60块进门购物，不推荐。,有用 （1）
738,绽放的禾木,female,0,0,2017/10/7,width:60%;,带孩子了解下其他名族，没想到，我自己非常喜欢，尤其是金色的礼仪大殿，太神圣了。游玩性一般,有用 （1）
739,阎政,male,0,0,2017/10/7,width:40%;,內容比较空洞，一半地方未建成开放，商业氛围重，到处是卖东西的。总之，性价比低，没多大意思。,有用 （1）
740,北京杰西,female,2,1,2017/9/24,width:100%;,来到银川这个回乡，这个自治区，不去看看回乡文化是会很遗憾的。这里对回族人来到银川发展和迁徙的历史记载和展现很多，很值得我们来了解一下。,有用 （1）
741,300****107,male,0,0,2017/8/28,width:40%;,就2建筑收费50元，太不值了。,有用 （1）
742,M39****739,female,0,0,2017/8/2,width:40%;,就是看个金色大厅，其它的很没意思，最讨厌的是门口照相骗钱!  缺德!,有用 （1）
743,Georgiana0,female,3,16,2017/7/6,width:20%;,除了金色大殿还值得看看，其它真是要什么没什么。还到处施工，不值得。,有用 （1）
744,118****613,male,0,0,2017/7/6,width:20%;,还没有建完，很多还在施工，票价这么贵，根本不值得去。,有用 （1）
745,nnttgp,female,0,0,2017/6/24,width:80%;,里面的建筑很有特色，进入金色大殿听听唱经很不错,有用 （1）
746,蓝海鱼,male,0,0,2017/6/20,width:40%;,徒有虚名，所谓表演等就是糊弄，还需改进。,有用 （1）
747,M58****060,male,0,0,2017/5/10,width:100%;,真正的的民族风情！享受真正的民族美食,有用 （1）
748,118****266,male,0,0,2017/4/5,width:60%;,沒什么看头，到处在维修，商场卖东西也不怎么样，人也不是很多,有用 （1）
749,xiaohulifoxhui,female,0,0,2017/4/3,width:100%;,圣洁，壮观。但是拍照的话很漂亮！,有用 （1）
750,smilefish,female,0,0,2017/4/1,width:100%;,还不错，现在是淡季，没什么人。看了回族发展历史。大厅有一对新人在拍婚纱照，觉得很特别。二期还在建设，完工后肯定不错的！,有用 （1）
751,PUBUXIADESHI,female,0,0,2017/2/1,width:100%;,回乡文化园特别好，里面很大，很漂亮，很有民族特色，来银川一定要来转转。,有用 （1）
752,M47****567,male,0,0,2016/11/4,width:20%;,太不值，门票还要六十元，里面建筑有三分之二都建，纯骗钱。太没意思，建议都不要上当受骗，完全是用门票的收入修建，下辈子都不会去。,有用 （1）
753,yuyan5860,male,2,5,2016/11/4,width:100%;,典型的回族建筑，里面的回族文化、介绍都很详细，最佳旅游的季节应该在8-9月份。,有用 （1）
754,东家,male,0,0,2016/10/22,width:100%;,值得一去，可以了解回族文化，特别是金色纪念大殿,有用 （1）
755,哲思浪花,male,0,0,2016/10/15,width:100%;,了解回族历史和文化的一个好去处。,有用 （1）
756,M65334010,female,2,79,2016/9/29,width:60%;,不好，票价贵，里面三个主要建筑只开放一个，是我去过的性价比最低的景区。,有用 （1）
757,M37****005,male,0,0,2016/8/24,width:60%;,还在内部部分施工，没看到湖，服务水平不高，导游声音小，吐字不清影响游览兴趣，看点太少，只有清真寺金色大厅，和特色民族歌舞，希望今后会有所改变。。。,有用 （1）
758,e12****03,male,0,0,2016/8/19,width:60%;,根本没有什么可看的，在施工，都没法拍一张漂亮的照片，买票太贵,有用 （1）
759,_WeCh****46201,male,0,0,2016/2/11,width:80%;,新建筑很漂亮！我入住续订的订单，订单时，不提示我日期重复了，而提示我换个姓名订单，使我9号到10号的订单交了两次房费。我觉得携程作为一个诚信经营，应该给出解决办法！我等待正常工作到来时，得到解决！我想你们的服务器会有我的交涉记录。,有用 （1）
760,考拉猫,female,9,1,2015/9/19,width:80%;,外观有点像泰姬陵，有时候会有回族凭身份证打折的优惠，可以了解到很多回乡文化、回乡风情,有用 （1）
761,Polly,female,3,84,2015/8/12,width:100%;,很大的一座清真寺，金色的圆顶，很有气派，值得一看。,有用 （1）
762,M18****032,female,0,0,2015/7/9,width:100%;,建筑恢弘、大气、素净，总体由回族博物馆和金色礼仪大殿两大部分构成。,有用 （1）
763,樊崽子,male,0,1,2015/6/11,width:100%;,导游免费解说也很到位，可惜时间不合适，进去大殿女孩一定要披头巾，旁边的门卫会提醒你,有用 （1）
764,186****3626,male,0,0,2015/5/27,width:100%;,作为了解穆斯林文化的地方还是不错的，就是装修很多地方不能看，说要到9月份才能好。,有用 （1）
765,am****a,female,0,0,2015/5/5,width:20%;,来银川的朋友不要来这个地方，门票60真不值得一去，非常不值得，去了非常后悔,有用 （1）
766,alina_lee,female,3,0,2015/4/15,width:80%;,"长知识，原来郑和是宦官，职位造就了英雄，他是被派去找人的。
领略一方文化，是个不错的地方。",有用 （1）
767,千渡,male,17,1007,2015/3/25,width:80%;,对回族文化比较感兴趣的人可以学习一下，我们是顺才过来参观的，感觉还是可以的，信息量也是非常大的，里面的设施比较好。,有用 （1）
768,_CFT01****9152165,male,0,0,2015/3/18,width:80%;,中华回乡文化园，这个小园的环境也是很好的，这是回族里面最好的广场呢，,有用 （1）
769,_CFT01****9152165,male,0,0,2015/3/16,width:80%;,中华回乡文化园，那个一个很漂亮的园子，是一个很精美回族与汉族的融合。,有用 （1）
770,m15****147,female,0,1,2015/2/11,width:100%;,建筑恢弘、大气、素净，总体由回族博物馆和金色礼仪大殿两大部分构成。建筑大气、恢弘、素净，可以深入了解回族的历史、文化、成就。值得一去。,有用 （1）
771,李远08,male,0,0,2014/12/27,width:80%;,礼拜大厅还是非常有气魄的，两侧有一些其他寺庙的照片展览，其他也就没有什么了。此外还有一个回族博物馆，可以看看。,有用 （1）
772,1029484208,female,0,3,2014/12/7,width:80%;,中华回乡文化园位于银川市永宁县纳家户清真大寺北侧，紧临京藏高速公路永宁出口处，依托古老的纳家户清真大寺和回族风情浓郁的纳家户村所建，以展示伊斯兰建筑文化、礼俗文化、饮食文化、宗教文化、农耕与商贸文化为特色。,有用 （1）
773,兴旺280,male,0,1,2014/11/28,width:80%;,中华回乡文化园 这里是了解回族文化的不二选择。别的不多说相当的美丽建筑很震撼具有浓郁的伊斯兰风格，而且交通也比较方便。值得去看 中华回乡文化园周边交通还比较方便，环境不错。,有用 （1）
774,小新星,male,0,0,2014/4/12,width:100%;,"热，艳阳高照，到处都白晃晃耀眼。主要参观是博物馆和大礼拜堂，次要的是民俗村，购物，回乡一条街（还在建设中，大轮廓已经有了，但没啥人气）；应该还有演出，但时间段不了解，踩不准点随意吧。 进门就有免费导游，引导你去隐身在高高大门下面的“购物宫”的，礼貌拒绝无碍。 
博物馆内讲解也是免费的，但讲的很快，走得更快啦。",有用 （1）
775,e74****08,male,0,2,2014/4/11,width:100%;,亲切，质朴，非常好。唯有一点就是去参观礼拜大殿时看到很有民族特色的服饰，供游客进去参观穿着。我们一行从青海来此，实属不易，想穿此服装着在殿内拍照留念，我们讲明情况，恳请借穿。吼吼吼，就是不行！看着别人穿服装留影，心里真不是滋味。愚昧，郁闷！,有用 （1）
776,心中女神,male,0,2,2014/4/11,width:100%;,这个景点人很少，很大气，开电瓶车的美女服务好好哦！入金色大殿要脱鞋哦，女子必须戴帽或者披纱巾哦，不能戴墨镜，不能双手合十，呵呵，入乡随俗，尊重当地文化哦！不知道是不是因为人少的原因，景区的工作人员好慵懒的说哈哈！,有用 （1）
777,小新2,female,0,1,2014/4/10,width:100%;,首先要给大家说下，在南门广场坐车大概得一个半左右小时能到，网上说的50分钟肯定是到不了的，南门广场302大概10分钟一趟车，坐车比较方便。去得时间建议大家吃了东西再去，要不然会比较郁闷的。不知道为什么去的人真的好少。,有用 （1）
778,圣王2,male,0,1,2014/4/10,width:100%;,"严重不满景区做法：
1、大门口免费照相，照相时说的免费2张，取相片时收费20元每张。
2、主要展厅讲解员10来分钟就给我们领出展厅了，说后面的景点多呢。到后面就一个金色大厅，3分钟完事。本来打算2小时的参观时间不到30分钟就没了，想进去仔细看是不可能了。",有用 （1）
779,越林帆,female,11,1156,2014/4/1,width:80%;,"门票：80元。外形有小泰姬陵之称，内部装饰精美华丽，博物馆内容翔实，是了解回族文化的一个很好的观赏地。
",有用 （1）
780,玥儿,female,0,1,2015/10/19,width:100%;,比大研古城小一些，人少一些，也清静了一些，没有那么喧嚣，更显安宁的小镇，慢节奏的时光，给人很舒服的感觉,有用 （18）
781,288****016,male,2,32,2015/5/10,width:80%;,束河的整体开发进程并没有完全搞好，做的宣传也不如大研古镇来的大型和多元化，因此来束河的人大多数都是因为大研古镇去的人太多了而转移到束河来的。束河也有一个四方街，但它的热闹程度和大研古镇的四方街简直就不在一个级别上的，没有具有可比性，周围的商店和游人也是三三两两的，而不是一群一群的，暂时这里还是可以静静的地方。,有用 （7）
782,松竹梅雪,female,968,733,2017/7/19,width:100%;,"束河四方街,位于束河古镇西北侧,是束河古镇的中心集市。四方街上,一条青龙河流过,两旁街道商铺林立,适合闲逛,吃饭,晒太阳。束河四方街与丽江古镇(大研古镇)相比,我个人更喜欢束河。这儿人少,安静,商业气氛没丽江古镇浓烈。逛累了,择一河边餐馆就餐,静坐河边餐桌,边吃边欣赏周边美景,放松心情发呆,很是惬意!",有用 （6）
783,qua****hb,male,0,9,2016/12/19,width:100%;,"来束河必去之地，周边商铺林立，人头攒动，旅行团、背包客、牵马人、商贾扮演着各自的角色，甚是喧嚣。
作为一个背包客，从白沙走到束河，从静谧来到喧闹，漫步束河古镇，走到交叉口的四方街。其实用心去感受，用眼睛去留影，才是品味丽江的真谛。",有用 （5）
784,玫瑰王子123,male,20,0,2017/11/19,width:100%;,丽江游玩4-5天，足够玩遍丽江。第一天玉龙雪山游玩，包车200元，准备好冲锋衣，羽绒服。穿厚点，就可以剩下租羽绒服的50元，氧气可以上去买，先买索道票200，然后到景区门口景区票130，而后到达玉龙雪山游客中心，坐环保车，到达索道地点，乘坐索道到达冰川公园处，再爬322米后到峰顶4680。然后回到索道起点处，坐环保车到蓝月谷游玩，很漂亮。结束后，回到丽江古城，晚上人很多，很热闹。第二天报个团吧，到泸沽湖游玩，太美了，不得不佩服丽江的美。第三天，到涑河古镇，可以从北门进去，免门票，游玩，里面的布局跟丽江古镇差不多，结束后，可以到拉市海看看，骑马茶马古道，划船，游湿地，千万注意不要上当，拉市海游玩最多150。,有用 （4）
785,xw99,male,30,221,2017/5/21,width:80%;,束河古城的四方街长宽不过 30 几米，有五条道路通向四面八方，水流环绕、日中为市，为丽江坝子最古老的集市之一。早晨这里有早点铺营业。,有用 （4）
786,232****453,male,14,3,2017/5/1,width:100%;,束河四方街是云南省丽江市束河古镇内中心集市，周围几条道路，四通八达。束河四方街比丽江的四方街小一些，游客也没有丽江那么多，商业气息也没有那么浓厚。一些居住在这里的人在闲坐，显得多一些清净、多一些淳朴。坐下来，体会小镇的宁静与秀美，很惬意。,有用 （4）
787,_WeCh****96803,male,0,0,2017/3/5,width:100%;,很不错的一个景点，虽然没有丽江古城的四方接热闹，也又它自己的风格，很多地方和丽江古城的店面都差不多也埋没不了束河古镇四方街的风景！,有用 （4）
788,鱼儿,female,0,0,2016/8/23,width:80%;,千万别住若古城里的七一街---若水谷客栈！太差太差！老板叫金姐,有用 （4）
789,shadow219,female,4,0,2015/10/5,width:100%;,"束河，很安静，挺好的，
还有东西也比大研的便宜。",有用 （4）
790,amy旅者在路上,female,15,1425,2015/6/16,width:100%;,大研古城有一个四方街，束河古镇也有一个四方街，相比大研古城的，这个四方街显得小一些，这里更像是一个小型的广场，平常这里也聚集了许多人，可以在这里选择乘坐骆驼游览古镇，但是我更爱步行。这样感触会更深刻一些。这里的四方街相比大研古城的，我更倾向于喜爱这里，这里的游客没有古城的多，而且商业气息没有那么浓厚，这里居住更多的是本地人，显得更为清净一些，更为淳朴一些。,有用 （4）
791,誩蘭,female,0,36,2014/9/6,width:80%;,这个四方街就很一般了，有一个音乐台还是不错的，下午有歌舞表演的，和大研古城的比，有点很冷清。,有用 （4）
792,兜兜妈,female,2,1,2017/9/25,width:100%;,"安静，一个可以冥想的地方……
远离丽江古城的喧嚣……
清澈的小桥流水，熙熙攘攘的人流，偶尔穿插着一对对新人幸福的笑脸",有用 （3）
793,云小木偶,female,2,31,2017/7/16,width:100%;,撑着小伞，踏在光滑的青石板上，阁楼上传来阵阵悠扬的歌声，驻足片刻，接着又一起与小伙伴们走街串巷，微风拂面，杨柳依依，这里是有多美[害羞],有用 （3）
794,珍惜当下,female,2,0,2017/6/17,width:100%;,束河古镇特别值得过去住几天，比丽江古城清净多了，没有那么浓的商业气息。每天清晨时分，镇子里安静的让人不敢大声说话呢！我喜欢，下次还会再来！,有用 （3）
795,克星蛮蛮,male,0,0,2017/3/25,width:80%;,远比大研宁静，街道干净，这才是古镇的感觉。第一次是公交车过去的，第二天觉得意犹未尽，租电瓶车前往的，顺道骑行到白沙古镇。不过要注意防晒，紫外线太强。,有用 （3）
796,蓝色的郁金香88,female,34,4957,2014/11/16,width:80%;,茶马古道从这里经过，束河四方街即是丽江坝子中保存完好的驿站。早上周恩来很安静祥和，没有想丽江那样喧嚣此起彼伏。如果喜欢安静的就来这里。,有用 （3）
797,E12****102,female,0,0,2014/10/12,width:80%;,束河四方街相比大研四方街安静了些，人比较少，也有酒吧驻唱，有小吃，水果，各种店铺，麻雀虽小，五脏俱全，推荐去逛一逛。,有用 （3）
798,千渡,male,17,1007,2014/9/14,width:80%;,整体上来说观赏性大于有蓝星，音乐台上的表演还不错，很有意思，道路还算宽阔了，性价比很不错的,有用 （3）
799,独角兽之梦,male,197,1021,2014/8/20,width:60%;,应该叫老四方街，丽江的四方街很长，狭窄，这里短宽。和镇上老街道每区别。独角兽,有用 （3）
800,1334200****,female,0,0,2014/8/11,width:100%;,束河古镇值得一游，比丽江多了一份清幽，少了一份繁杂，喜欢做在酒吧里听歌的那份感觉'超赞！,有用 （3）
801,hl****ol,female,0,9,2014/7/4,width:80%;,束河古镇的中心，跟大研的四方街比起来要小很多，而且也没有它那么热闹，这里四通八达去任何地方,有用 （3）
802,supers行者,male,0,29,2014/6/2,width:80%;,束河古镇的中心，有个四方音乐厅在这里，下午有免费的表演，除此之外就显得很空旷了，面积是比大研古城的大很多。,有用 （3）
803,东方虚空,male,14,40,2014/5/11,width:80%;,这里的四方街也比较中心，周围东西不大有，不过旁边有家张飞牛肉，蛮有意思的！,有用 （3）
804,xiaofish76021,female,30,1131,2014/5/1,width:80%;,"束河古镇相对大研古镇的四方街要人少些，安静些。
如果赶上非节假日，走走转转，还挺不错的，体会丽江的慢生活。",有用 （3）
805,夏梦奇遇记,female,33,1338,2014/1/20,width:80%;,　束河古城的四方街长宽不过 30 几米，有五条道路通向四面八方，水流环绕、日中为市，为丽江坝子最古老的集市之一。,有用 （3）
806,之昂,male,77,1231,2013/11/7,width:80%;,四方街是云南古城中心，交通四通八达，周围小巷通幽，据说是明代木氏土司按其印玺形状而建。这里是茶马古道上最重要的枢纽站。明清以来各方商贾云集，各民族文化在这里交汇生息，是丽江经济文化交流的中心。四方街以彩石铺地，清水洗街，日中为市，薄暮涤场的独特街景而闻名遐迩。其四周6条五彩花石街依山随势，辐射开去，街巷相连。四通八达，交通极为便利。而束河四方街的历史要比大研古城的历史更加悠久。,有用 （3）
807,ken在路上,male,20,76,2018/3/8,width:60%;,游客比大理古城丽江古城少的多，个人觉得性价比比较好。喜欢热闹的可以在四方街游逛，住宿可以偏一点安静的多。而且这里不像丽江古城要收80元古城维护费。,有用 （2）
808,zenghaixin,male,1,0,2017/8/24,width:80%;,在纳西地区，你会看到许多城镇都有类似四方街，基本布局是位于城镇中心，有四条主街从此出发，呈十字型穿城而过，另有一条溪流流过四方街。每天早上，都会用溪水将四方行冲刷一遍，白天则是马帮落脚，进行商贸的场所。设计非常合理，很有健康和环保意识。,有用 （2）
809,珍惜当下,female,2,0,2017/6/14,width:100%;,四方街不大，周边商户林立，吃喝玩乐都很方便呢！四方街周边的每条街道都有自己的特色，酒吧餐饮街吃饭的餐厅随处可见，每家都有自己的招牌菜！,有用 （2）
810,晨风轻扬,male,124,208,2016/11/22,width:100%;,比丽江清净，但丽江的今天也许就是束河的明天……,有用 （2）
811,__赛__,male,7,82,2016/11/2,width:100%;,大研古镇那边也有个四方街 各有特色吧 相对来说 束河古镇这边比较安静 大研古镇那边更热闹些 束河到了晚上就比较清净了 相对来说住在这更舒服 从这边去雪山也稍微近一点 个人很喜欢束河的清净,有用 （2）
812,天天溜,female,25,78,2016/11/1,width:60%;,就是束河古镇里的商业街。不过这个商业街不同于别的地方的商业街，它，风景很美，如画，如画啊！路中间有小溪，小溪上架着一条条小桥，路两边的商店故意装饰得很文艺，所以这里又可以说得上是充满文艺气息的美丽商业街。,有用 （2）
813,張謀人,male,2,25,2016/10/19,width:100%;,束河四方街，不是很大，也没有那么商业化，人比较少，这种风格要保持下去，来了很多次都没有变化，特别不错，希望以后回来束河四方街还是这样。,有用 （2）
814,M45****724,male,0,1,2016/9/29,width:100%;,出了博物馆，一路前行，来到四方街。已是傍晚时分，马车，人流，商贾，依然不少，昔日的集市盛景浮上心头。一切显得那么有生气，却不嘈杂。这就是我心所望。,有用 （2）
815,288****175,male,1,14,2016/5/11,width:100%;,这也是一个和大研古镇一样的小广场，十字路口，比较喜欢这里，因为比较安静，没有大研古镇那么多游客，那么吵，比较像个古城的像子，淳朴一点。,有用 （2）
816,lovebabykey,female,1,12,2016/5/6,width:100%;,束河古镇也有一个四方街，丽江古镇也有一个四方街。不过束河这个小一点，人也少很多，商业化没有丽江那么浓。呆多几天就会发现，买点当地人的水果和青菜吃才是乐趣所在。,有用 （2）
817,寺内和尚,male,8,2,2015/5/20,width:100%;,束河相比于大研要安静很多，客栈也比大研的要有感觉很多，而其中院子大就是最为明显的特征，而且走在束河的路上，风吹来，你能闻到那一股带着青草的马屎味。而且越往束河里面走，那种小镇的清幽感觉，随处可见。,有用 （2）
818,300****915,male,0,0,2014/9/20,width:100%;,很好，又漂亮又干净。服务也周到，水果也好吃。,有用 （2）
819,行者晓畅,male,2,1164,2014/8/26,width:80%;,相比大研古镇，人少、安静，少了些商业化。而且买东西性价比高，适合砍价，缺点是商铺不多，可选余地不大。,有用 （2）
820,不乐不归,male,67,281,2014/8/21,width:100%;,跟丽江四方街不是一个的，在束河古镇上，小小的一条街，比较宽，但很短，只有几十米路而已。,有用 （2）
821,133****5026,male,0,0,2014/8/8,width:80%;,较之丽江的四方街少了些嘈杂，很舒服很享受，挺不错的。,有用 （2）
822,消失的瞳灵,male,0,20,2014/5/13,width:60%;,没有大研四方街热闹，这儿全是马和马尿，臭得很，环境不行，感觉很一般。没必要特意到这儿来玩。,有用 （2）
823,颜泊尔,female,23,1025,2014/4/16,width:60%;,很多人，很多游客，还有卖牦牛肉的； 是一个比较醒目的地方，如果找不到，可以在这片广场作为汇合地。好找。,有用 （2）
824,闲来有趣,male,226,810,2020/2/15,width:100%;,束河古镇的四方街周围，藏着许多特色小店、酒吧饭店和纳西人的美食档口，你可以在周边买买买、逛逛逛，也可以吃吃吃，或者什么都不做，只是坐在路边晒太阳。这里算是束河古镇最繁华的街区。游客相对较少，环境清幽，更加吸引更多爱玩旅拍的年轻人。我每次走过四方街周围，都会遇到了新人在此拍婚纱照。,有用 （1）
825,__赛__,male,7,82,2019/11/19,width:100%;,束河古镇比大研古镇要安静的多，游客没有那边那么多，尤其旅游团很少，但是景色绝对不输大研古镇，云南风格的建筑都很漂亮还能看见雪山,有用 （1）
826,u海上飘雪,male,57,120,2019/10/28,width:100%;,束河古镇比大研古镇好的太多了，尤其是鲜花和流水配合得相得益彰。游人也相对没有那么多，可以有一份清净的感觉。,有用 （1）
827,320****292,female,0,0,2019/8/12,width:60%;,第一天到达丽江到了束河古镇，走到大牌子下有三四个穿西服的要收门票，打了110后来有自称110的给我打了两个电话，一个女的说是要收门票，一个问我在哪，其实导游早就跟这样我们说了不要门票，直接不敢呆了。这样以后谁还敢去,有用 （1）
828,luy****ui,male,0,0,2019/8/12,width:80%;,如果时间实在充裕，去看看也行。我以为进了菜市场了，商业化比丽江古城还严重。一帮人站在路上吆喝，没有比这更混乱的了。我看离整顿也不远了。古镇不错，让人给霍霍完了。,有用 （1）
829,冰之炙点,male,16,84,2019/8/11,width:100%;,"丽江束河古镇。，高山之下的村寨。
这是我到丽江第1个景点。一大清早去的，几乎没有游客。所以看到了很原始很质朴的景色。
并不大，也就是房子，河流，树木没有很特别的景致。",有用 （1）
830,fing****ntmxy,female,0,7,2019/7/19,width:100%;,到丽江去的束河古镇，本来孤陋寡闻，甚至不知道它的名字，同行的游客说它比丽江古镇要赞才入的。后来发现其实和丽江古城也没太大差异。,有用 （1）
831,V蓝天白云,male,2,189,2019/4/21,width:80%;,束河古镇是“世界文化遗产”丽江古城的重要组成部分，四季气候明显，春季鲜花盛开，冬季阳光明媚，蓝天白云。随处逛逛，传统的民族风情。,有用 （1）
832,晚安sky浪子,male,18,8074,2018/12/19,width:0%;,束河古城的四方街长宽不过 30 几米，有五条道路通向四面八方，水流环绕、日中为市，为丽江坝子最古老的集市之一。古时候，束河的四方街上设有夜市，人们像今天的都市人一样漫步在四方街上，随心所欲走走停停，看看稀奇，吃点儿自己想吃的东西，参与一下喜欢的游戏，逛夜市的人手里举着手氢，穿行在青龙河畔，如夏夜流萤，成了一道风景，叫做“夜市萤火”，是束河八景之一。,有用 （1）
833,_WeCh****15865,female,0,0,2018/6/15,width:20%;,千万别去四方街中河路的那家青梅竹酒！女店员素质极差！体验极差！最烂的旅行体验都是拜她所赐！以后绝对绝对绝对不会再来束河了。,有用 （1）
834,_CFT01****9792302,female,0,0,2018/5/11,width:100%;,别的地儿看不到，三百六十度，走哪哪都是景都是特色,有用 （1）
835,当地向导跟赵师傅逛西藏,male,60,132,2018/3/15,width:100%;,非常值得！环境不错清净干净，舒适。,有用 （1）
836,M56****264,male,0,0,2017/9/17,width:100%;,特别喜欢这个小镇、就是大街上揽客的太多有点儿烦人、其它都特别好、超级喜欢呆在这里,有用 （1）
837,寒文轻,male,0,0,2017/2/2,width:100%;,水很清澈，很美，很安静，直接看到水底的一切，很美,有用 （1）
838,M10****935,female,0,0,2016/11/30,width:80%;,四方街四方都是店铺！好像每个古镇都有四方街，每个四方街都大同小异，所以我并没有兴趣逛每一家店铺，因为我没什么需要买的。大概我是审美疲劳了，对鲜花饼，牦牛干，民族服装，银饰品都木有兴趣了。走马观花的旅游，只有美食稍微吸引我。腊排骨火锅，三文鱼三吃等。希望大家玩得开心,有用 （1）
839,134****4625,female,0,0,2016/8/9,width:100%;,所谓的古镇，建筑还是古镇的特色，毕竟是旅游点，还是比较商业化，里面的茶马古道博物馆还是蛮有意思的，可以了解茶文,有用 （1）
840,Jessieshaw,female,2,1,2015/10/24,width:80%;,所谓的古镇，建筑还是古镇的特色，毕竟是旅游点，还是比较商业化，里面的茶马古道博物馆还是蛮有意思的，可以了解茶文化,有用 （1）
841,来了来了,male,0,0,2015/8/5,width:100%;,真的是古色古香，那种感觉实在太美好了。里面东西也很有特色。,有用 （1）
842,cd****ei,male,16,1002,2014/12/10,width:80%;,束河古镇的相比较丽江古镇，这里商业气息没有那么浓，游客也没有丽江古镇那么多。束河四方街远没有大研的“四方街”宽大，一圈老房子围成一个四四方方的空场，地面用青石板铺就，一派古朴的景象。赶集的日子，这里是束河最热闹的地方，束河人，甚至周围村镇的人都来到这里买卖日用品。,有用 （1）
843,M97****34,male,0,0,2014/8/29,width:100%;,一道靓丽的风景线，有时间一定会带着家人和朋友再来,有用 （1）
844,M10****483,female,0,0,2014/8/25,width:100%;,相比大研的四方街要小上几倍，但胜在水更清，景更美，花更多,有用 （1）
845,e08****61,male,0,0,2014/7/18,width:100%;,很热闹哦！就是酒吧的三文鱼比大研的贵好多，所以没吃，下次再回大研享用。,有用 （1）
846,LHASRA_C,female,6,1235,2014/1/4,width:80%;,跟丽江的四方街的作用是一样的。有蓄水洗街的水道设计，但是一般旅客看不出来。现在太多人，更没有办法细究。,有用 （1）
847,璞石天祺,male,24,452,2020/5/13,width:100%;,"束河古镇的『四方街』，有五条道路通向古镇的四面八方，跟大研古城的四方街不同，这里水流环绕，白天这里是古镇的集市，也是丽江坝子地区最古老的集市之一。


从前，束河的四方街周边就设有夜市，就像今天的都市里的北京王府井、广州北京路一样，人们漫步在四方街上，走走停停，逛吃逛喝，在青龙河畔散步休闲，街道灯火如夏夜流萤，逐渐成了一道风景，叫做“夜市萤火”。

这也是束河八景之一，我去的时候，恰逢彝族的火把节，晚上的四方街周边，变成欢乐海洋。

地点:云南丽江束河古镇中和路55号",有用 （0）
848,有趣的大世界,male,0,0,2020/4/26,width:100%;,"【景色】四方商品围绕，宽敞、复古
【趣味】每个游客的驻足地，拍照、环绕四周、观行人，傍晚开始的街头驻唱
【性价比】不收费，适合拍照打开",有用 （0）
849,三晋龙少,male,21,310,2020/3/22,width:80%;,束河古镇四方街也是束河古镇最繁华的地方，四方街規模不大，是由一圈老房子围起来的一座方型广场及周边的几条小街。广场周围的建筑古香古色，装修古朴，历史感很强，游客来束河古镇必到打卡之地。,有用 （0）
850,Cherry??2009^_^,female,33,461,2020/2/24,width:100%;,风清 云淡 花开 锦时，天津??丽江，躲避大研古镇的人潮，入住束河古镇。走街串巷，领略纳西小镇的风情。束河比起大研古城小了很多，但是别有风味，商业化还不算太重。,有用 （0）
851,hj****70,female,2,108,2020/2/16,width:80%;,"相比大研古城,束河古镇游人不是很多，但商业气息一点也不弱，到处是商店到处买小吃，多得有点烦腻，古镇，有点名气的古镇都是这副德行了,如果不是在古城里面住,大概用2小时就能把古城逛完.",有用 （0）
852,滇国剑客,male,38,1048,2020/2/13,width:100%;,束河四方街在整个古镇布局中，显得独具特色而又古老、现代气息杂合在一起、成为广大游客游玩丽江古城时候，必看的景点之一，因为街道有特点。,有用 （0）
853,M47****590,male,0,0,2020/1/17,width:20%;,跑老大远过来，进古镇竟然要收门票30一人！！！去过那么多古镇，收费古镇这是第一个！！！不推荐！！,有用 （0）
