,Unnamed: 0,name,gender,关注,粉丝,time,rating,text,useful
3104,3104,寻路啊呀,female,5,11,2016/2/13,width:100%;,绝对是富甲一方的超级大户人家，一个个房间进去，都数不清几进几出了。沈万三名不虚传。旁边的走廊专门做了沈当年的人生历程连环画，读起来生动有趣。,有用 （0）
3107,3107,M30****090,male,0,0,2016/1/21,width:100%;,建筑保护的很好，领略了江南大户人家的庭院风格，感受到建筑文化的内涵。,有用 （0）
3109,3109,nuaa_highway,male,0,0,2016/1/14,width:100%;,名不虚传，果然是古代的有钱人家的宅子，但古人有钱，造的房子比较有内涵。,有用 （0）
3112,3112,185****3669,female,0,2,2015/12/31,width:100%;,沈万三的大宅，有很多门厅，富甲一方啊，里面十分的别致,有用 （0）
3113,3113,有深度的旅行家,male,2,51,2015/12/20,width:100%;,鼎鼎大名的沈万三故居，其实是后人修的，但也很有意境，不错,有用 （0）
3114,3114,雪兰,female,0,0,2015/12/14,width:100%;,周庄古镇的商业气氛太浓了，但是沈厅还是非常值得看的，去感受一下深宅大院里的生活,有用 （0）
3116,3116,芳芳,female,0,0,2015/11/22,width:100%;,我觉得这是周庄里值得看的景点，反映了那个时候大富商的生活与命运，听导游讲会更有意思，推荐,有用 （0）
3117,3117,m17****849,female,0,0,2015/11/19,width:100%;,人总是很多，还是值得一看的，一定要请导游，否则没什么意义,有用 （0）
3119,3119,CherryDing,female,19,127,2015/10/24,width:100%;,万三哥是我的偶像，我的财商要是能有他的十分之一就好了，希望万三哥保佑我们财源滚滚。,有用 （0）
3121,3121,一一风荷,female,0,0,2015/10/11,width:100%;,周庄里很重要的一个景点吧，提到周庄就会想到沈万三嘛，房子建造很有特色，前面的门厅直接连着前面的河，客人是从河坐船上来进沈厅的。。。。,有用 （0）
3122,3122,元丰九年,male,2,47,2015/10/11,width:100%;,当年的富贵与气派，如今仍隐约可见。真是好一个大户人家。,有用 （0）
3123,3123,盗墓贼,female,0,0,2015/10/7,width:100%;,当然了我们是13年去的，，，那时候还下着雪,有用 （0）
3124,3124,小宇宙000,female,0,0,2015/10/7,width:100%;,环境不错，冲着百年老店慕名前来。可惜失望了，价格略贵，关键味道并没有比街边小店好多少，感觉小店味道更赞！,有用 （0）
3126,3126,Doreen,female,0,1,2015/10/2,width:100%;,他的家，当然气派，前厅一大张桌子，对联门楣，四四方方中规中剧，亭廊间有一些浮雕似的，介绍他的传奇一生，聚宝盆也在。,有用 （0）
3127,3127,185****5055,female,0,0,2015/10/1,width:100%;,人文性的景点，历史悠久，建筑明清代表，值得一赏！,有用 （0）
3128,3128,M24****995,male,0,0,2015/9/30,width:100%;,老爷房的雕花大床非常气派漂亮！想起当年的生活真是舒适，除了房间小点,有用 （0）
3130,3130,Doreen,female,0,1,2015/9/19,width:100%;,富可敌国，连皇上都嫉妒的富人，家里也错不了，庄重肃穆的接待大厅，厨房都大的惊人。四壁过道都有雕刻的传奇故事。有个传说的聚宝盆。。传奇人物的遗迹。值得去看。,有用 （0）
3131,3131,_CFT01****3172247,female,0,0,2015/9/9,width:100%;,值得一去，沈家大业，最好是从白天到晚上，跟着旅游团走，消费绝对省一半，而且体验到的东西多，吃的到你想吃的地方特色，本人绝不忽悠您,有用 （0）
3132,3132,139****7775,male,0,0,2015/9/8,width:100%;,值得去不错不错，美女多帅哥也不少。坐坐小船,有用 （0）
3134,3134,胭脂雪,male,0,0,2015/8/27,width:100%;,沧桑，斑驳，史诗般的凄凉。尤其是看着那周围一圈的铜质浮雕！,有用 （0）
3135,3135,m15****147,female,0,1,2015/8/24,width:100%;,清式院宅，整体结构严整，局部风格各异。宽敞古色古香的会客厅，悠悠神秘的内宅。,有用 （0）
3136,3136,qqccaa,male,2,1,2015/8/18,width:100%;,沈厅是江南首富沈万三的家，据说摸摸沈万三的聚宝盆可以带来财运。,有用 （0）
3137,3137,饼哥,male,0,0,2015/8/16,width:100%;,江南水乡的特色，带孩子出来玩挺好！不会累江南水乡的特色，带孩子出来玩挺好！不会累江南水乡的特色，带孩子出来玩挺好！不会累,有用 （0）
3138,3138,M21****258,male,0,0,2015/8/7,width:100%;,小桥流水人家，深宅大院，翠竹石栏，临河水阁。,有用 （0）
3139,3139,我的宝儿,female,0,9,2015/8/5,width:100%;,里面的青团非常赞噢！还有万山蹄，甜甜糯糯，非常喜欢！,有用 （0）
3143,3143,_CFT01****7933693,female,0,0,2015/6/25,width:100%;,第一天晚上来已经关门了，第二自然醒来吃，味道不错，白米粥是大碗要5块，有些惊讶，真不愧老字号就是贵啊！,有用 （0）
3144,3144,樊崽子,male,0,1,2015/6/24,width:100%;,老爸非常喜欢，说这个地方让人感觉非常惬意。确实很不错沈厅气宇轩昂，布置精当,有用 （0）
3147,3147,186****3626,male,0,0,2015/6/11,width:100%;,要到沈家坐轿有陆路到达、乘船有沈家专用码头上岸、想来可以知道昔日这个家族是如何的富有。,有用 （0）
3149,3149,M19****797,male,0,1,2015/6/3,width:100%;,很大的一个宅子，在古代肯定是有钱人住的，周庄必玩景点之一,有用 （0）
3150,3150,amy旅者在路上,female,15,1426,2015/6/3,width:100%;,现在都对外开放，可以进去参观，都保留着当时富豪沈万三在的时候的一些建筑和物品,有用 （0）
3151,3151,韦总管唱包容给梅梅听,male,0,0,2015/5/27,width:100%;,公园地理位置在郊区，周末去的人特别多，里面有个湖，可以划船，适合情侣或者朋友谈心，里面的绿化非常好，空气也很好，适合修养身心，建议前往,有用 （0）
3152,3152,大玩意的小玩意,female,0,1,2015/5/27,width:100%;,沈厅很气派，听了导游的讲解，很多细节还是挺有意思的，沈厅的厨房做的南瓜团和青团很不错，也不贵，才2块钱，比外面的便宜，甜而不腻。,有用 （0）
3154,3154,lulustar,female,0,3,2015/5/14,width:100%;,沈厅是沈万山的后人为纪念他而建的，里面有他的坐像，也是周庄比古镇出名的原因不过还是超级棒的。,有用 （0）
3155,3155,那时风起,female,0,1,2015/5/13,width:100%;,很精致的古代水乡建筑，游客如织，来不及细细欣赏,有用 （0）
3158,3158,_WB1****546,male,0,0,2015/3/23,width:100%;,感觉还可以吧，没想象中这么完美，但也还算不错啦！还是推荐大家去玩玩！！一个感觉，沈万三真有钱，沈厅里有浮雕，万三的一生，传奇色彩！,有用 （0）
3160,3160,m75****30,female,0,2,2015/3/20,width:100%;,老爸非常喜欢，说这个地方让人感觉非常惬意。沈厅里的院子很多，一个门厅一个的门厅的，果然是名不虚传的富豪之家。,有用 （0）
3161,3161,300****485,male,0,16,2015/3/14,width:100%;,传说是江南第一富翁沈万三的宅子，可谓江南民居之最。七进无门楼、走马楼、相夫窗是沈厅的三大亮点，古代富豪的宅子非常值得一来。适合文化游。,有用 （0）
3162,3162,iJasper,male,9,23,2015/3/5,width:100%;,景点真的很赞额，推荐大家也都去玩玩。沈厅里的院子很多，一个门厅一个的门厅的，果然是名不虚传的富豪之家。,有用 （0）
3166,3166,320****034,female,0,0,2014/12/26,width:100%;,来这里的人大多数都是来看沈万三的豪宅的，确实很不错沈厅气宇轩昂，布置精当，器皿玲珑是一个值得一去的地方。,有用 （0）
3170,3170,wawa120,female,0,3,2016/8/24,width:100%;,我的老家，在小时候叫陈茂后来叫陈墓，现在叫锦溪啦。回归最早的名字啦。夏天最适合来玩。荷塘很美。进入不要走广场那从新街那牌楼进不要钱的。现在有好多当地人说领你进入可要价都高了。古庙有些年头了可是浮桥上不去了。荷花池很美。爱钓鱼的可以沿河钓鱼。老街上有很多本地菜小餐厅。说到土特产其实只有袜底稣，定胜糕，酒酿饼和青团了，小青豆是所有阿姨婆婆都会做的，是我从小吃的零食不过手艺差别大，要买建议试吃。。袜底稣最有名是门楼右边转角那家。如果想买特产的可以问下新街门楼那的杂货店老板。杂货店很老了。门楼左边第一家定胜糕店是最老的。有问题都可以问，老太太很热情不过土话可能要担待。大多店都是发现旅游后进场的。,有用 （112）
3173,3173,Simona1987,female,2,8,2015/4/22,width:100%;," 锦溪古镇，游人甚少。既不同于周庄的商业化，也不像西塘那般吵杂。
南宋孝宗皇帝的陈妃安葬于此，即陈妃水冢，没有拍，觉得死后不能相伴所爱，独葬一处比较凄惨。
河边长廊吹着舒爽的微风，一碗香浓奥灶面，一杯清润龙井茶，旁边店家收音机里播放着苏州评弹，老墙上光影斑驳，不时有船家载着游人经过，唱着各种调门的苏州小调。想变成一只猫，趴在阳光里慵懒的睡午觉。
在这一切都变慢了，就这样细细品位岁月，挺好的。
交通：从上海到锦溪可乘地铁11号到花桥，1号口出来即公交车站，换乘游7路直达，锦溪新车站下车即可。可刷上海公交卡：2.4元。
手信：张记袜底酥，咸香酥脆，1元／只。

",有用 （60）
3176,3176,阿双双君,female,20,325,2017/5/24,width:100%;,江南水乡小镇 浓绀白色的徽派建筑顺着碧色小河蜿蜒铺开犹如山水画作一般 景区人不算太多 可以好好享受水乡古镇带来的宁静惬意 古镇区一条街有很多家展览馆 里面内容也不错 不过有几家展馆不太会保存国画 都发霉了 真心可惜 也有不少艺术家在那边写生 看着摇橹船出出进进听着撑船阿姐唱的调子 也是乐在其中 总体来说是漫游散心感受人文气息的好地方,有用 （39）
3177,3177,ssdiablo,male,82,2656,2018/1/23,width:100%;,锦溪古镇是苏州昆山的一座水乡古镇。与周边的周庄，西塘等相比，锦溪要小的多，名气也没那么响，古迹也没那么多。不过这里更宁静一些，更生活一些，也更原汁原味一些。当然，锦溪最为推荐的就是古莲桥，古桥长堤，绿水莲花，一种浑然天成的美就这么呈现在人们的眼前。也许锦溪就只有这么一个特色，但是足够美，足够吸引你前来看看。当然，悠闲的古镇也值得闲适地走走。,有用 （38）
3178,3178,南蠻小女子,female,2,17,2017/1/1,width:100%;,"人少 适合休闲旅游。
其中的陈妃水冢还是蛮有特色的。
从苏州出发，不用一个小时就到了。
上午去玩，下午在回程的路上，还可以去诚品书店。",有用 （33）
3180,3180,超级玛莉宝,female,8,331,2016/8/5,width:100%;,锦溪古镇距离周庄不远可以选择两个地方一起玩。大门就是开阔的水域。特别漂亮。很大气。买了门票就是参观里面的一个个展馆。还不错。有个大收藏家的博物馆挺震撼的。三层楼的收藏品。还看到了老收藏家本人。比起周庄同里的嘈杂。这里人很少。拍照不错。不会有人乱入。随处可见打麻将钓鱼的老人家。而且这么热的天小弄堂里风很舒服。连空调风扇都不用。这种地方的确养人。,有用 （27）
3181,3181,凌月儿09,female,61,788,2019/7/20,width:100%;,"锦溪古镇是一个有2000多年历史的古镇，素有“中国民间博物馆之乡”的美誉，她与其他江南水乡最大的不同是湖泊环绕，湖荡密布，河巷纵横，视野开阔，南接定山湖五保湖，西北通陈湖，形成了河湖相通，街巷依水，桥巷相连的水乡风貌。古镇现存的民居大部分为明清和民国时期建筑，临水而建，多为一、二层，砖木结构，青瓦白墙，很有古镇韵味。
我们是早上7点从上海出发，坐11号地铁到花桥站下，然后同站转公交车游7路，到锦西客服中心下，9点半到达，下午4点原路返回。可能因为周庄也在附近（相踞11公里），来这里的游客不是很多。",有用 （26）
3182,3182,小杜杜vs杜爷,female,0,0,2017/4/15,width:100%;,强烈推荐。16年端午来的，虽然是假日，人也不是很多，相比于周围的其他古镇要清静很多。商业气氛也不是很浓。景色非常美。价格不贵，昆山行最喜欢的地方。,有用 （26）
3183,3183,amy旅者在路上,female,15,1426,2015/5/15,width:100%;,从苏州开车过去大约 50分钟才到，因为当时去锦溪办事，由于时间还早，以前路过这里的时候就听说这里有个锦溪古镇。 如果大家坐公交车的话可以在苏州汽车北站乘坐苏州到千灯的大巴车，车费14元一个人 不过车子不多 建议看好时间表。一般20分钟才有一趟车子。,有用 （26）
3184,3184,听足音,female,66,2009,2019/4/11,width:100%;,锦溪古镇，坐落在河流湖泊星罗棋布的淀山湖区内，离现在还不是很久远的近代，这里叫陈墓，因陈妃古墓而得名。辽阔的水域环绕在锦溪周围，杨柳依依，荷叶田田，渔帆点点，长桥卧波。镇内粉墙黛瓦，小巷悠长，民间博物馆众多，人文气息浓郁。很喜欢这样恬静温馨的小镇，去过不止一次了，假日人比较多，最好是平日去，或者假日最后一天去，人会比较少，静静徜徉，细细品味，感觉会很美好！,有用 （25）
3185,3185,M11****647,male,7,35,2015/9/5,width:100%;,锦溪古镇小长假去了，在昆山的西南面。去过多家古镇，锦溪还是比较大的古镇，游玩不用走回头路。关键是不用买门票，但也人买和检票。但我们没买。半天时间足够用了，值得去。,有用 （25）
3186,3186,么豆豆,female,2,27,2016/1/25,width:100%;,一个在闹市中依旧保留淳朴的古镇，商业气息出乎意料地淡，一切都是寻常水乡人家本该有的样子。之前觊觎那座古莲桥很久了~今天总算看到啦~感觉特别像剑网三或者天刀里江南地图的场景……,有用 （23）
3187,3187,薄雾如纱,female,7,1016,2015/11/5,width:100%;,"行前，预定了锦溪镇中一家饭店，饭店老板出面，买了23元优惠门票。其实在携程可以购买十元门票，而从居民区到绕行进去的话，就可以免票了。
因为下雨，我们没有沿着青石板探寻古镇全貌，而是登上了乌篷船，随着小船在小河中有游荡，穿梭于小桥人家之间。呼吸雨中清新的空气，看着水上人家的屋檐窗格，听者船娘的吴侬软语，瞬间感受到了江南水乡的秀丽。",有用 （23）
3189,3189,自由的花爱吃柚子,female,2,180,2017/4/11,width:100%;,交通还算便利，门票在优惠时特别划算。古镇不大，很安静。特色是在水域入口有一个很长的长桥，另外还有一个陈后主爱妃墓。古镇上的美食很好，尤其是早晨的鸭腿奥灶面，巴鱼，螺蛳，袜底酥饼等等。价廉物美。,有用 （22）
3191,3191,shenyuanyinjie,female,2,140,2015/10/11,width:100%;,外面不用门票，但进去要门票，不过查的不紧，大门口旁有一条长廊给人休息的，可以进去坐，也可以拍照，拦着的，和查票的说进去休息，就可以从这不买票进去古镇，锦溪比千灯好玩，景色也好，稍微大点,有用 （22）
3192,3192,山高水长,male,2,2,2015/12/14,width:100%;,景色很美，小桥流水人家，古香古色，人为开发的很少，保留了原来的原貌，值得一看，就是里面的游览指示不太清楚，容易走错路，走冤枉路。,有用 （20）
3198,3198,M22****8694,female,0,0,2017/7/4,width:100%;,"都说江南好，风景旧曾谙
来到锦溪
仿佛是要和一个心爱的姑娘谈一场恋爱似的
她的美，她的柔
我等只有静静的，静静的去欣赏
不敢有亵渎的情丝
那水中摇曳的小舟
好似要带着我们走近历史
小桥
流水
人家
我一个中原大地土生土长的
看过了大山大水的汉子
竟然在那一瞬间爱上了
这座柔情似水的古镇",有用 （14）
3199,3199,明月韶华,female,3,127,2015/9/11,width:100%;,锦溪之美在于其湖和一虹曲桥、一片荷塘，一间古寺，还有湖心水葬宋朝宠妃的美丽传说。虽然是国庆假期出游的，但是这里人不算很多，很适合江浙沪自驾游，讨个清静，拍几张美丽的照片，在河边喝一壶茶，讨得浮生半日闲。在众多古镇中，锦溪有一些恬淡又有几分大气，相对于喧嚣的古镇，这里适合寻找心灵的平静，但又不至于路途遥远。,有用 （14）
3200,3200,Tom Hung,male,20,1910,2019/8/22,width:100%;,昆山近郊的一處水鄉古鎮，名聲不大，但頗具內涵，鎮上多條水道環繞，與明清時期留下的古建築民居互相輝映，曾在某次大雪過後造訪，籠罩在雪地中的古鎮，更顯出一份不屬於人間的氛圍。,有用 （13）
3203,3203,yf****dom,male,0,0,2016/10/2,width:100%;,江南水乡的秀美在这里体现的淋漓尽致。镇子里面水系丰富，水很清澈，河水两边是各种餐饮和小卖店，喝茶吃饭都有。河边还有长廊可供游人休息。总的来说还是不错的。,有用 （12）
3204,3204,卡卡罗特,male,78,172,2017/1/5,width:100%;,锦溪古镇是一个拥有两千多年历史的江南水乡古镇，素有“中国民间博物馆之乡”的美誉，留存诸多人文景观、古迹名胜和无数独具明、清特色的建筑。著名的景点有通神御院，陈妃水冢，莲池禅院等。,有用 （11）
3207,3207,团子大官人,male,0,0,2015/10/3,width:100%;,古镇是需要买票入内的，去过古镇的知道边上总会有人从小路能带你入内，但是里面的小景点是需要门票的，你不买票走小路就去不了那些景点了哦。喜欢吃锦溪的红烧鲃鱼，坐在河边的吃饭，看着小舟，别有一番风味！,有用 （10）
3211,3211,_CFT01****3732032,female,0,0,2016/11/18,width:100%;,好好好，经常去里面玩，什么都有，就像生活在古代一样，环境不错，安静清馨，适合居住。,有用 （9）
3214,3214,wiemin0422,male,0,0,2017/1/3,width:100%;,古镇面积很大。沿着票务中心从大门一直往里走，景色优美。小桥流水，面临太湖。顺着小溪流走，两边商店林立，各有特色。午饭时间在古镇里面找了家饭店，点了许多湖里的特色。价格便宜实惠。出去的时候也不用走回头路。在古镇另一边的出口。出来就是商业街，东西都不贵。很有特色。,有用 （8）
3215,3215,139****5910,female,0,0,2016/4/4,width:100%;,节假日去的，人挺多。去之前看攻略说地方很小，我觉得挺大，湖边吃个饭，兜兜逛逛，逛累了坐下来喝个茶，来古镇就该来体验慢生活的,有用 （8）
3217,3217,哈尼亚刘邦,male,1,1,2018/3/25,width:100%;,住昆山市区很多年了，当然錦溪古镇是我假日常常去走走，去休憩的地方。錦溪的春夏秋冬，寒暑常陪伴我度过年復一年。但今年初覆盖雪白的一層層皑皑白雪，做為錦溪古镇常客的我自然不会錯过。。,有用 （7）
3218,3218,冰蓝0911,female,3,995,2018/1/18,width:100%;,"锦溪离昆山、上海都很近
周末来这个江南水乡古镇呼吸一下自然空气
上午9点多抵达景区
停车10元/次
进入古镇不用门票哦
进古镇小景点参观需要买票
锦溪以幽静、柔美的水乡特点，吸引了不少上海中老年人
体力不行的可以选择坐摇橹船，减少走路，轻松悠闲
在水乡锦溪，一直有这样一个说法：“三十六座桥，七十二只窑”
古镇留存诸多人文景观、古迹名胜和无数独具明、清特色的建筑
下塘街青砖铺地，明廊盖顶，超适合休闲散步",有用 （7）
3219,3219,文文玫瑰,female,9,696,2017/12/15,width:100%;,锦溪古镇比乌镇小多了，也没那么美，不过好歹也是江南古镇，也是有宋词的味道的，差强人意吧。古镇，店铺不多，很安静，没怎么拍照片，许多猫猫狗狗在石板路上晃荡，一瞬间恍惚觉得这样悠闲的生活真好,有用 （7）
3220,3220,Mrmaldive,male,0,0,2016/8/21,width:100%;,同是古镇，锦溪给人一种小家碧玉的感觉，没有那么多的游客，没有繁华的喧嚣，小资氛围同样浓厚，离开上海其实非常近紧邻淀山湖，是都市人休闲放松的绝佳地点。,有用 （7）
3221,3221,hu****an,female,4,17,2015/6/3,width:100%;,锦溪相对其他古镇要安静的多，街道啊，河流啊也对也比其他古镇窄一些，适合一个人慢慢走，倒也不需要特地在这里停留一晚，当然若时间充裕的话，也可以在这里住上几天，说实话是个放松心情的好地方呢,有用 （7）
3222,3222,Mr_Chan陳先生,male,8,1014,2019/8/22,width:100%;,锦溪，隶属江苏昆山。古镇据说已有2500多年历史，早在吴越春秋时期，这里便是集镇。锦溪古镇，名气没有周庄、乌镇、西塘等江南古镇大，但是景色却不逊色，小家碧玉亦有风情。更重要的是，正是因为这里“名气”还不够大牌，所以相对来说游人少了许多，也难得多了份宁静，少了份商业的铜臭。这正是我所欣赏的。,有用 （6）
3226,3226,e10****92,male,0,0,2017/4/29,width:100%;,五一来的时候人有点多，但总的来说是个标准的江南古镇，值得一去呀！,有用 （6）
3227,3227,M36****659,male,7,171,2017/4/15,width:100%;,江苏省昆山市西南，距上海浦东国际机场100公里，无锡机场75公里。锦溪古镇是一个拥有两千多年历史的江南水乡古镇，素有“中国民间博物馆之乡”的美誉，留存诸多人文景观、古迹名胜和无数独具明、清特色的建筑。著名的景点有通神御院，陈妃水冢，莲池禅院等。锦溪古镇古迹文物颇多，莲池禅院、通神道院、文昌阁、陈妃水冢、古河驳岸、古石拱桥等8处被列为昆山市级文物保护单位，古河驳岸和古窑址群落已申报江苏省级文物保护单位。锦溪古镇现存26座古桥，大都为明清建筑物，桥上碑记、挂联、花纺镌刻精细，形成水乡特有的“桥文化”。,有用 （6）
3230,3230,M46****850,male,0,0,2016/10/5,width:100%;,一路都是风景！好美！下次再来的！双休日自驾出游都很不错！约起你的好友吧！路上的风景都会迷死你！还有好吃的阳澄湖大闸蟹奥！约起！,有用 （6）
3233,3233,Nono不减肥,female,27,65,2016/1/17,width:100%;,相对于周庄，我更喜欢锦溪的质朴与宁静，大片的湖水，小舟荡涤。还有非常有江南作为的长廊与亭台，商铺不多，但是陈列的都是比较古典或者是农家才有的工具，非常有古风，充满历史悠悠之感～,有用 （6）
3237,3237,155****2175,female,0,0,2014/6/6,width:100%;,不是第一次去锦溪，但是每一次去都感觉像是第一次去，每次的感觉都不一样，熙熙攘攘的人群、彼岸荡漾的湖水、微风轻抚的岸柳、高低起伏的叫卖以及远近飘香的各色小吃，坐在船上、走在桥边，或是穿梭在小巷中，和朋友，或者独行，都是可以来一次说走就走的旅行的。,有用 （6）
3238,3238,语小璇,female,0,0,2019/9/15,width:100%;,锦溪成名已有二千多年，南宋建都临安时，宋孝宗的宠妃陈妃偏爱锦溪山水，恋不忍离，死后水葬于此，锦溪便改名陈墓800余年，解放后一度叫成茂，直到1993年才恢复古名。拥有众多名胜古迹的锦溪，依然保持着淳朴的江南水乡风貌。,有用 （5）
3240,3240,Smooth melody,female,2,32,2018/5/5,width:100%;,锦溪，光这个名字就很江南，吴侬软语，烟雨朦胧的感觉。锦溪虽然没有周庄名气大，但这里更清静，首先，游客没别的古镇人多，到了天黑路上几乎没什么人，当地人真的很慢节奏，像西塘这个点，酒吧开始嗨了，而锦溪十分幽静，可以更好地感受当地人日出而作日入而息的生活。商业街有，但没有平江路等有名的那么重，很多还关门的，小吃里我就尝试了袜底酥，真的很赞，物美价廉，很实惠！作为伴手礼和自己吃相当不错。锦溪博物馆特别多，但都是需要门票的，65通票，任何景点都可以进去，20元自己选择4个景点进入参观，古镇本身不需要大门票，可以随意进入，这一点还是十分人性化的。锦溪离上海很近，开车过去62公里，是一所后花园，是一个睡梦中的少女，是永远看不厌的江南~,有用 （5）
3249,3249,crystalsusu,female,0,0,2016/3/28,width:100%;,美丽的江南水乡古镇，安静、干净，没有周庄、乌镇的嘈杂和商业化，还有动人的典故，摇着乌篷船听着小曲儿在水面悠哉悠哉地荡漾，无比醉人！奥灶面也很好吃哦！不过门票不划算；）,有用 （5）
3252,3252,玩嗨了,male,169,224,2020/4/27,width:100%;,到周庄小住两日，看到有直达锦溪古镇的公交，就临时动意逛了一趟锦溪。锦溪古镇有2000年历史，有不少遗迹，号称民间博物馆之乡，最主要的商业气息没有周庄浓，更能体会江南水乡的味道。,有用 （4）
3253,3253,黄小囡Mila,female,35,5290,2019/10/6,width:100%;,锦溪古镇，一走进景区，迎接面而来的是锦溪的母亲河“五保湖”，环境优雅，古色古香～不知为何周庄“门庭若市”而锦溪古镇的流量却“不过如此”，其实一样的古镇气息，相隔不过10公里左右～,有用 （4）
3254,3254,M13****472,male,0,0,2018/8/20,width:100%;,锦溪古镇，保留了较多的当地特色，民风淳朴，这个时候游人不是很多，漫步在石板路上感受当地的古镇特色，很是惬意。江南的鱼米之乡的特色，蜿蜒的河流。古镇的风格与大多古镇风格相似。进入古镇不需要门票，如果你想逛逛古镇各色的博物馆，可以买票进入。,有用 （4）
3255,3255,奉道而行,male,0,0,2018/4/20,width:100%;,锦溪古镇一个非常值得去的地方，没有周庄的喧闹但有一份难得的安宁。是个还没有被过度开发的小镇，淳朴的民风，安逸而慢条斯理的生活。,有用 （4）
3256,3256,M44****086,male,0,0,2018/4/10,width:100%;,很宁静很有烟火气的一座小镇，温暖和曦，喜欢水乡，宁静的人 可以来看看。累了可以选择在水边的咖啡店，茶馆坐坐，都不贵，装修都很有格调，各有各的特点,有用 （4）
3259,3259,吾是土豆泥,male,25,78,2018/1/16,width:100%;,"相比于周庄，锦溪古镇并不有名气，也许正是因为名气不响，所以十一黄金周这里也是人流不密密麻麻。

因为以前是收费的，20块一个人，所以这次以为也收费，其实锦溪已经不收费了，不收费了，不收费了，大家不要像我们这样为了省点门票付了点钱叫人家带进去

古镇里面大同小异，可以喝喝茶，可以吃吃古镇特色，也可以像我们一样乘乘船。船是150块一艘，划船老太太会噱你唱歌给你听，当然了也要收费的，这个可以自己看着办，反正我们是没啥兴趣。

总的来说人不多，玩玩还是蛮开心的。",有用 （4）
3261,3261,136****0264,female,0,0,2017/9/1,width:100%;,还是值得一去的，比起周庄虽然没那么繁华，但是却独爱那份安静。可以静静的领略江南水乡特色。,有用 （4）
3262,3262,xierita,female,2,1028,2017/9/1,width:100%;,昆山的另外一座古镇，基本古镇该有的都有，就是要门票，门口广场不错，周围湖光水色的，蛮漂亮的。走走看看，平时人也不多，值得一游。,有用 （4）
3263,3263,_WeCh****08233,male,2,10,2017/8/15,width:100%;,锦溪古镇，宛如淀山湖畔的桃花源。因为少了商业气息的入侵，一样的溪水流淌，柔橹咿呀，枕水人家，青瓦粉墙 …更让人陶醉、享受。值得一游。,有用 （4）
3267,3267,慢慢走来,male,0,0,2017/5/21,width:100%;,还是不错，购买方便，全价入镇没有必要。,有用 （4）
3268,3268,M49****973,male,0,0,2017/5/1,width:100%;,古镇不错，就是今天人太多啊，价格比较优惠,有用 （4）
3269,3269,M59****575,male,0,0,2017/4/30,width:100%;,今天听朋友介绍～去了千年水乡锦溪，原生态的古镇生活，理发店，房间等，还有古董博物馆，艺术馆，书画管，都很不错，比去周庄会更舒适些，,有用 （4）
3270,3270,liping丫丫,male,0,0,2017/1/30,width:100%;,景色确实很美，这次是过年去的，高速免费，开过去业很方便，携程定票的，过去换票超级方便，人还是蛮多的，虽然风很大，但是一点不影响旅游心情。大家玩的很开心，,有用 （4）
3271,3271,M15****453,male,0,0,2017/1/20,width:100%;,日出江花红胜火，春来江水绿如蓝。小桥流水人家，美不胜收。,有用 （4）
3272,3272,_CFT01****1602370,male,0,0,2016/12/20,width:100%;,街道不是很长，最多一个小时看完，有些文化馆博物馆还好吧，就是那个河道不错，还有就是有个烧饼好吃，椒盐味特别好,有用 （4）
3275,3275,淮河渔舟,male,14,67,2016/10/25,width:100%;,江南古镇里名气和游客不是很集中的景区，这恰是她最好的，避免了人头涌动和过度的商业化气息。村头是看廊桥和荷塘的好去处。内部溪流纵横有摇橹船穿梭。游线上的农家乐菜式很江南，水鲜是必须点的。,有用 （4）
3277,3277,D11****74,female,0,0,2016/10/4,width:100%;,10月3日的锦溪古镇，门票的同程网买的十一特惠门票19元，原价票55元优惠了不少。古镇景色还不错，兜兜逛逛，买买吃吃，走累了就在河边的茶室喝喝，听听摇船阿姨们唱着江南小曲很暇意呀！,有用 （4）
3278,3278,M13****588,male,0,0,2016/9/13,width:100%;,锦溪的旅游景点虽然没有周庄这些知名旅游景点大，但是他古色古香，民风淳朴，没有过多的被开发，也没有那么重的商业味道，喜欢喝茶的游客可以去锦溪喝茶。,有用 （4）
3281,3281,微笑的十六的月亮,female,0,0,2016/4/27,width:100%;,安静舒适的一个古镇，生活在这里的人们都很悠闲，看惯了大城市的喧嚣，在这里感受到的是生活的质朴和安逸。真好！,有用 （4）
3282,3282,且聽風吟---,female,9,26,2016/3/26,width:100%;,"锦溪古镇是一个很老的古镇，相比周庄，实在是小了很多，也无名了很多，
但是如若你不是奔着名气去旅游，我反而很推荐来这里走一走看一看的。不多说，上图。",有用 （4）
3285,3285,202****601,female,5,0,2015/12/26,width:100%;,锦溪古镇之美在于一片荷塘、一虹曲桥、一座古庙。今年国庆出游，这儿没有周庄的人山人海，非常适合湖边喝茶拍照，讨得浮生半日闲。这儿适合寻找心灵的平静，但又不至于路途遥远。,有用 （4）
3286,3286,禄汐涵,female,19,121,2015/11/1,width:100%;,休假和朋友一起去的。挺大的一个古镇。里面有好多拍古装照片的。还有游船。唱着小曲特别有情调。喜欢这种古镇。特别有人情味。,有用 （4）
